userID,recipe,rating
U1137,Instant Oats Rava Idli Recipe,2
U1137,Chicken Malai Kebab Recipe,2
U1137,Goan Tendli Bhaji Recipe,2
U1137,Kolhapuri Masala Recipe (Maharashtrian Masala Chutney Powder),2
U1137,Moong Dal Potli Recipe - With Baked Option,2
U1137,Mishti Doi Recipe - Traditional Bengali Sweet Yogurt,2
U1137,Attirachi Kuzhambu Recipe - Spicy Mutton Gravy,2
U1137,Vegetable Jowar Upma Recipe,2
U1114,Broken Wheat and Mixed Millet Upma Recipe,0
U1114, Spicy Potato Roast Recipe (Recipe In Hindi),0
U1114,Baked Roasted Vegetable Lasagna Recipe With Low Fat Cheese & Oat Sauce,0
U1114,Haryanvi Saag Gosht Recipe,0
U1114,Kolkata Style Vegetable Chop Recipe,0
U1114,Loaded Baked Potato French Fries Recipe,1
U1114,Hunan Style Sweet Sour Chicken Recipe,0
U1114,Karnataka Style Ellu Bella Recipe (Sankrati Mix Recipe),0
U1114,Rose Flavoured Shahi Tukda Recipe,0
U1114,Pudina Buttermilk Recipe,1
U1061,Eggless Traditional Christmas Cake Recipe - Vegan Options,1
U1061,Penne Pasta Recipe In Roasted Carrot Sauce & Olives,2
U1061,Badge m Badge Badge Mia Gai Badge / Badge Badge,1
U1061,Narkel Naru Ladoo Recipe With Grated Coconut,2
U1061,Shikampuri Kebab Recipe - Kebabs made with Brown Chickpeas,2
U1061,Kashmiri Style Kokur Yakhni Recipe-Chicken Cooked In Yogurt,2
U1061,Bhut Jolokia Murgh Recipe,2
U1061,Potlankaya Perugu Pachhadi Recipe (Curd & Sunke Gourad Chutney),2
U1013,Beans Muttai Poriyal Recipe - Chettinad Egg Scramble with Beans,1
U1013,Sweet Chili Lime Grilled Chicken Recipe,2
U1061,Recipe with fenugreek corn flour,1
U1061,Kashmiri Style Kokur Yakhni Recipe-Chicken Cooked In Yogurt,1
U1061,Spinach Potato Frittata Bites Recipe,1
U1046,Shimla Mirch Ki Launji Recipe,1
U1046,Bengaluru Style Brinjal Gravy Recipe - For Biryani,2
U1046,Suran Fodi Recipe - Goan Semolina Crusted Yam,2
U1046,Kare Badge Badge Papa Badge Badge Badge |,1
U1046,Murungai Keerai Thanni Saaru Recipe-Drumstick Leaves Soup,1
U1046,Lemon Frozen Yogurt Recipe,2
U1046,Petha Wadi Sabzi Recipe,1
U1046,Banana-Almond Butter Bread Recipe,1
U1041,Cabbage And Carrot Poriyal Recipe - No Onion And Garlic,1
U1041,Vegan Cashew Mayonnaise Recipe,2
U1041,Tamil Nadu Style Chicken Salna Recipe,2
U1041,Spinach And Tortellini Soup Recipe,2
U1041,Penne Pasta With Veggies in Tomato Base Recipe,2
U1041,Cranberry Cookie Recipe,1
U1004,Homemade Butter Naan Recipe - Soft Yogurt Bread,2
U1004,Moong Dal Karara Recipe,2
U1004,Healthy & Delicious Jamun Fruit Smoothie - Black Plum Smoothie Recipe,2
U1003,Kaanole Recipe (Maharashtrian Steamed Wheat Flour Sweet),2
U1059,Mullangi Mor Pachadi Recipe (Radish in spicy tempered Yogurt Gravy Recipe),1
U1059,Assamese Style Walking Catfish In Curry Leaf Gravy Recipe,2
U1059,Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,1
U1061,Mexican Cornbread Recipe,1
U1061,Punjabi Wadi Choliya Ki Sabzi Recipe,1
U1061,Kanda Kairichi Chutney Recipe - Onion & Raw Mango Chutney,2
U1061,Spicy Moroccan Eggs Recipe,2
U1090,"Vegetable Sizzler Recipe With Potato Tikki, Mint Rice & Corn and Spinach Sauce",2
U1090,Masala Vadai Kuzhambu Recipe (Mudaliar Style Curried Fritters In Spicy Tamarind Gravy),2
U1112,Indo-Chinese Paneer Manchurian Recipe,0
U1112,Serial recipe of radish leaves - South Indian Style Radish Greens Stir Fry (Recipe in Hindi),1
U1112,Attirachi Kuzhambu Recipe - Spicy Mutton Gravy,0
U1090,Quick And Spicy Bell Pepper Pasta Recipe,2
U1057,Barnyard Millet Mushroom Biryani Recipe,1
U1112,Brownie Butter Cake Recipe,0
U1057,Arbi Ka Saag Recipe,1
U1112,Kheel Paniyaram Recipe (Puffed Rice Paniyaram),1
U1112,Chicken Tariwala Recipe - Punjabi Murgh Tariwala Recipe,0
U1090,Hariyali Gobi Recipe - Palak Cauliflower Curry Recipe,1
U1090, Dal Kabila Recipe,2
U1112,Classic New York Style Cheesecake Recipe,0
U1057,Sichuan Style Bird Eye Chili Sauce Recipe,1
U1112,Andhra Style Allam Pachadi (Ginger Chutney Recipe),0
U1061,Dried Neem Flower Flavored Rice (Recipe in Hindi),2
U1112,Bathua Aloo Paratha Recipe,1
U1061,Kashmiri Style Modur Pulao Recipe - Kashmiri Sweet Pulao,2
U1112,Vermicelli & Oats Kheer Recipe,0
U1090,Vegetable Manchow Soup Recipe,2
U1112,Soulful Chicken Soup Recipe,0
U1090,Erode Pallipalayam Chicken Fry Recipe,2
U1025,Achari Aloo Sabzi Recipe - Potatoes In Spicy Pickle Masala,2
U1057,Paatolyo Recipe (Goan Sweet Dish),1
U1112,Savoury Baked Arbi Chips Recipe,1
U1057,Sweet Potato Gnocchi Recipe With Garlic And Herb Butter,1
U1112,Tomato Curry Leaf Chutney Recipe - Tomato Curry Leaf Chutney Recipe,1
U1061, Spring Onion & Roasted Garlic Brown Rice Recipe,2
U1025,Stuffed Jacket Potatoes Recipe,1
U1057,Maharashtrian Narali Bhaat Recipe (Sweetened Coconut Rice),1
U1057,Thakkali Rasam Recipe - South Indian Tomato Rasam,1
U1090,Indian Style Fajitas Recipe,2
U1090,Chilli Garlic Toast Recipe,2
U1057,Baklava Rolls Recipe - Turkish Sweet Rolls,1
U1057,Pan Fried Rice Balls Filled With Cheese Recipe,0
U1025,Whole Wheat Eggless Cinnamon & Raisin Swirl Bread Recipe,2
U1057,Watermelon And Corn Salad Recipe - A Refreshing Summer Salad,1
U1025,Gujarati Vagharela Mag Recipe - Moong Sprouts Sabzi Recipe,2
U1057,Cheesy Vegetarian Pizza Muffins Recipe,1
U1025,Senai Potato Curry Recipe - Spicy Chettinad Style Yum Stir Pre,1
U1025,Chicken Mapas Recipe - Chicken in Coconut Milk Curry,0
U1025,Cheesy Corn On The Cob Recipe,2
U1025,Thor Chal Recipe - Banana Stem Pulao Recipe,1
U1025,Rajasthani Govind Gatta Curry Recipe,2
U1025,Mexican Chicken Burger Recipe With Sour Cream & Salsa,2
U1025,Beet Carrot and Apple Salad in Orange Mustard Vinaigrette Recipe,2
U1097,Capsicum Bath Recipe,2
U1097,Raw Mango Cucumber Salad Recipe with Roasted Peanuts,2
U1097,Gond Ke Ladoo Recipe - Edible Gum Ladoo,1
U1097,Chicken Pasanda Recipe,2
U1097,Mango Tomato Bean Salsa Recipe,1
U1059,Creamy Kulfi Kebab Recipe With Tandoori Mayo Recipe,2
U1059,Shahi Egg Curry Recipe In Tomato & Cashew Gravy,2
U1059,Raw Mango Dhokla Recipe Topped With Sweet Mango Chutney,0
U1059,Karnataka Style Sabbasige Rasam Recipe - Dill leave & Toor Dal Rasam,2
U1059,Keerai Karamani Kuzhambu- Palak Lobia Curry Recipe,2
U1128,Cabbage Bhurji Recipe,0
U1059,Green Moong Sprout Salad Recipe With Vegetables- No Onion No Garlic,2
U1059,French Onion Chicken Recipe,2
U1128,Vaghareli Rotli Recipe - Vagharela Rotli Recipe,0
U1128,Vegetable Chops Recipe,0
U1128,Ridge Gourd Chutney Recipe (Beerakaya Pachadi),0
U1128,Karnataka Style Gorai Kai Kara Recipe - Cluster Beans Chutney,0
U1128,Karwar Style Yerappe Ani Recipe- Rice and Black Split Gram Fried Dumpling,0
U1128,Pull Apart Mini Pizza Boats Recipe,0
U1128,Red Kidney Beans Chocolate Barfi Recipe,0
U1128,Bengali Style Kanch kolar Kofta Curry Recipe (Green Plantain Kofta Curry Recipe),0
U1128,Beet Carrot and Apple Salad in Orange Mustard Vinaigrette Recipe,0
U1097,Tofu and Chickpea Patty Recipe (Cutlets),2
U1097,Karnataka Style Avarekalu Kosambari Recipe,2
U1097,Raw Tomato Chutney Recipe - Raw Tomato Chutney (Recipe In Hindi),1
U1097,Karwar Style Khatkhate Recipe (Mixed Vegetable Curry With Toor Dal & Coconut),2
U1097,Moong Dal Khichdi Recipe For Babies And Toddlers Over 10 Months,2
U1006,Carrot Soup Recipe,1
U1006,Lauki Ka Salan Recipe - Bottle Gourd Salan Recipe,1
U1006,Nei Appam Recipe Using Rice Flour,2
U1006,Banana Stem Thoran Recipe - Ayurvedic No Onion No Garlic Recipe,2
U1006,Kasuri Malai Murgh Tikka Recipe,2
U1006,Aloo Tikki Stuffed Pita Sandwich Recipe,1
U1006,Semiya Biryani Recipe,1
U1006,Lemon Cherry Berry Spa Water Recipe,1
U1006,Misa Maas Kordoi Tenga Recipe (Shrimp With Star Fruit Curry),1
U1006,Moong Dal Sookhi Sabzi Recipe,1
U1006,Classic Caesar Salad Recipe,2
U1131,Strawberry Cheesecake Muffins Recipe,2
U1131,Warm Red Lentil Salad With Goat Cheese Recipe,1
U1131,Punjabi Steel Bundi Kadhi Recipe,2
U1131,Buckwheat Vegetable Khichdi Recipe,0
U1131,Cheesy Baked Spaghetti Pasta Recipe,2
U1131,Irish Cream Bundt Cake Recipe,0
U1073,Lentil Bread Buttermilk Recipe (Lentil Piles in Yogurt Surri),0
U1073,Lal Mathachi Bhaji Recipe - Amaranth Leaves Moong Sprouts Sabzi,0
U1073,Potato Sagu Recipe for Rava Idli,0
U1073,Kerala Cheriya Ulli Sambar Recipe,0
U1073,The Croque Madame Sandwich Recipe,0
U1073,Pudina Pyaz Kachumber Salad Recipe - Mint & Onion Salad,0
U1073,Lemony Pasta Recipe With Roasted Shrimps,0
U1073,Uggani Recipe - Puffed Rice Upma,0
U1073,Watermelon Seeds And Pumpkin Seeds Podi Recipe,0
U1073,Karela Kadhi Recipe,0
U1073,"Sweet Corn, Methi & Tomato Rice Recipe",0
U1049,"Mushroom, cheese and soy chunk samosa recipe",0
U1049,Khamang Kakdi Recipe - Khamang Kakdi Recipe,0
U1049,Phalguni Dal (Recipe),0
U1049,Chicken Crepe Lasagne Recipe,0
U1049,Sindhi Tahiri Recipe - Sindhi Style Sweet Rice,0
U1049,Dal Bukhara Recipe (Punjabi Style Black Urad Dal),0
U1049,Teriyaki Tofu Recipe,0
U1058,Paneer Broccoli Soya Ghee Roast Pockets Recipe,2
U1058, Paneer Biryani Recipe,1
U1058,Classic South Indian Rava Idli Recipe,2
U1058,Quinoa Brown Rice and Vegetable Pulao Recipe,2
U1058,Aromatic Vegetable Pulao Recipe,1
U1058,Rajasthani Hari Mirch Ka Maas Recipe,1
U1058,Thai Green Curry Recipe With Sweet Potato & Green Beans,2
U1058,Nei Appam / Unniyappam Recipe - Coconut Banana Fritters,1
U1002,Snake Gourd Salan Recipe (Snake Gourd Cooked In Tangy Spicy Peanut Sesame Curry),2
U1002,Apple Cucumber Salad Recipe - Apple Cucumber Salad Recipe,1
U1002,Maharashtrian Style Patichya Kandyachi Zunka Recipe -Spring Onions and Besan Sabzi,1
U1002,Quinoa Chocolate Cookies Recipe,2
U1002,Dill Leaves & Parmesan Dip Recipe,1
U1002,Punjabi Style Tinda Sabzi Recipe,2
U1096,Malvani crispy lady finger recipe - groundnut lady finger vegetable,2
U1002,Thai Yellow Coconut Curry Rice Recipe,1
U1002,Kerala Pazham Pori Recipe - Banana Fritters Recipe | Nedra Pazham Fry,2
U1002,"Gujarati Badshahi Pulao Recipe - A Rich Preparation Of Rice, Vegetables, Nuts And Spices",1
U1002,Classic Greek salad Recipe,1
U1096,Pavakkai Poriyal Recipe - Karela Ki Sabzi,2
U1096,Jhinga Gavar Recipe - Shrimps & Cluster Beans Vegetable,1
U1096,Afghani Dhoog Recipe - Cucumber Mint Buttermilk/ Chaas,1
U1096,Patishapta Recipe (Rice Crepe),1
U1096,Crispy & Spicy Paneer Starter Recipe,2
U1136,Broccoli Rava Idli Recipe,1
U1096,Coconut Coconut Chili Powder Recipe - Mr. Coconut Chutney Bodi,2
U1136,Foxtail Millet Khichdi Recipe with Batata Aloo Nu Shaak,2
U1096,Besan Burji Recipe-Chickpea Flour Scramble Recipe,2
U1136,Roasted Walnut Zucchini Carrot Salad in Red Wine Vinaigrette Recipe,2
U1136,Barnyard Millet Sweet Pongal Recipe (Kuthiraivali Sakkarai Pongal),1
U1096,Raw Mango Carrot Cucumber Salad Recipe With Peanuts,1
U1136,Saag Tofu Recipe (Tofu Simmered in Spiced Mustard & Spinach Leaves),2
U1136, Togarikaayi Usli Recipe,1
U1096,Ragi Semiya Upma Recipe - Ragi Millet Vermicelli Breakfast,1
U1096,Karnataka Style Avarekalu Kosambari Recipe,1
U1136,Oatmeal Pancake Recipe With Orange,2
U1136,Whole Wheat Pasta Salad With Capsicum And Corn Recipe,1
U1136,Egg Muffin With Vegetables Recipe,2
U1136,Carrot Semolina Phirni Recipe,2
U1097,Sorakkai Puli Kuzhambu Recipe - Tangy Bottle Gourd Curry,2
U1097,Raw Mango Sambar Recipe - South Indian Mangai Sambar Recipe,2
U1097,Chanar Dal Recipe - Bengali Steel Paneer & Potato Gravy,2
U1058,No Bake Nutella Cheesecake Recipe,2
U1058,Herbed Dinner Rolls Recipe,2
U1010,Achari Masala Puri Recipe,1
U1010,Roasted Walnut Zucchini Carrot Salad in Red Wine Vinaigrette Recipe,1
U1010,Khatti Meethi Ragi Masala Roti Recipe With Carrots,0
U1003,Chicken Stuffed Bread Recipe,2
U1010,Italian Cheese And Basil Uttappam Recipe,0
U1010,Chettinad Mutton Chops Kuzhambu Recipe-Mutton Chops Curry,1
U1010,Chettinad Sweet Paniyaram Recipe - Chettinad Sweet Paniyaram Recipe,1
U1102,Bengali Bhetki Macher Paturi Recipe (Barramundi Fish Wrapped in Banana Leaf),2
U1102,"Mizoram Inspired Veg Sawhchiar Recipe-Rice Pilaf With Kashmiri Red Chillies, Bay Leaf and Paneer",2
U1010,"Italian Open Toast Recipe With Grilled Ham, Cheese & Olives",2
U1102,Egg Muffin With Vegetables Recipe,2
U1010,Mustard Vegetable Curry Recipe,1
U1102,Andhra Style Cucumbers / Caramel Undalu Recipe (Rice Flour Chochonuth Fritters),2
U1013,Vankaya Ulli Karam Recipe - Eggplant In Spicy Onion Gravy,2
U1013,Jowar Jo Dodo Recipe - Sindhi Sorghum Roti,1
U1028,Shrewsbury Cookies Recipe (Butter Cookies),1
U1028,Healthy Spicy Banana Cake Recipe,1
U1028,Fluffy & Crispy Cheese Herbed Biscuits Recipe,0
U1050,Oven Baked Sweet Potato Fries Recipe,0
U1050,Kothu Kari Kuzhambu Recipe - Mutton Keema Curry,0
U1050,Chena Kaya Erissery Recipe,0
U1050,Paprika Chicken Skewers Recipe,0
U1050,Cauliflower Kurma (Tamil Nadu Restaurant Style Cauliflower Chops) Recipe,0
U1050,Kashmiri Style Apple Tamatar Sabzi Recipe - No Onion No Garlic,0
U1050,Black Eyed Bean Lemon Bruschetta Recipe,0
U1028,Udupi Red Parboiled Rice Shavige Recipe,1
U1129,Little Millet Pudding Recipe- Kootiki / Sama Pudding,0
U1129,WeetBix Halwa Recipe,0
U1028,Tomato Chutney Recipe,2
U1028,Stuffed Matar & Gobi Paratha Recipe (Green Pea & Cauliflower Flat Bread),0
U1028, Punjabi Style Egg Curry Recipe,2
U1087,Italian Arancini Rice Balls Recipe With Delicious Pasta Dipping Sauce,2
U1087,Oats and Rajma Cutlet Recipe,1
U1087,Karnataka Style Moolangi Chutney Recipe - Karnataka Style Mullangi Chutney (Recipe In Hindi),1
U1087,Chickpea Salad Recipe With Raw Mango,2
U1087,Moroccan Harira Recipe (Thick Soup With Chickpeas & Masoor Dal),1
U1087,Warm Red Lentil Salad With Goat Cheese Recipe,1
U1087,Naked Burrito Bowl Recipe,1
U1087,Khumb Kakuri Potli Kebab Recipe With Sandwich Spread,1
U1065,Ambade Kaarle Lonche Recipe - Hog Plums & Bitter Gourd Pickle,1
U1065,Chatpate Aloo Recipe With Sesame Seeds,2
U1129,"Stuffed Pita Recipe With Tandoori Mayo Chickpeas, Pickled Onions and Vegetables",1
U1065,Bengali Style Shak Bhaja Recipe - Stir Fried Green Amaranth Leaves (Recipe in Hindi),1
U1129,Milagu Ven Pongal Recipe Made With Figaro Olive Oil,0
U1065,Homemade Macaroni And Cheese Recipe,1
U1039,Keerai Vadai Recipe Made With Figaro Pure Olive Oil,2
U1039,Tea Spiced Nuts Recipe (Skillet Roasted),1
U1065,Vazhaipoo Podimas Recipe  - Banana Flower Poriyal/ Sabzi,1
U1039,Paneer Do Pyaza Recipe,1
U1130,Choco Berry Chia Parfait Recipe,0
U1130,Prawn Masala Kozhukattai Recipe - Prawn Masala Dumplings,0
U1130,Achari Paneer Mini Bread Bowl With Cheesy Twist Recipe,0
U1130,Sweet Potato & Peas Cutlet Recipe,1
U1043,Buttered Potato Cubes Recipe - Finger Food For Babies Above 9 Months,1
U1043,Andhra Style Allam Pachadi (Ginger Chutney Recipe),1
U1011,Poha Buttermilk Idli Recipe,2
U1043,Vaghareli Rotli Recipe - Vagharela Rotli Recipe,1
U1011,Veechu Parotta Or Ceylon Parotta Recipe,1
U1043,Red Chilli Pesto & Roasted Tomato Spaghetti Pasta Recipe,1
U1043,Kerala style drumstick spinach pose recipe,1
U1011,Malwani Pumpkin And Raw Mango Curry Recipe,1
U1068,Spicy And Delicious Chicken Teriyaki Noodle Recipe,1
U1068,Pea And Spring Onion Soup Recipe,1
U1068,Thavala Adai Recipe,0
